ID,Canonical_Smiles,Inhibition
TRAIN_0065,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(C(F)(F)F)c2)cc1,87.0
TRAIN_0066,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)c(C(F)(F)F)c2)cc1,97.0
TRAIN_0067,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccnc2)cc1,44.0
TRAIN_0068,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,50.0
TRAIN_0069,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,50.0
TRAIN_0070,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,50.0
TRAIN_0071,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,50.0
TRAIN_0072,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,48.5
TRAIN_0073,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(C)c2)s1,24.0
TRAIN_0074,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N)c2)s1,10.2
TRAIN_0075,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1,1.2
TRAIN_0076,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(C)=O)c2)s1,17.2
TRAIN_0077,CCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,13.0
TRAIN_0078,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,16.9
TRAIN_0079,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1,7.2
TRAIN_0080,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)CCc3ccccc3)c2)s1,12.9
TRAIN_0081,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,4.3
TRAIN_0082,CCc1nc(-c2cccc(Cl)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,8.2
TRAIN_0083,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,2.4
TRAIN_0084,CCc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,10.3
TRAIN_0085,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCc3ccccc3)c2)s1,9.5
TRAIN_0086,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCc3ccccc3)c2)s1,17.3
TRAIN_0087,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCCc3ccccc3)c2)s1,17.9
TRAIN_0088,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC3CCCC3)c2)s1,15.9
TRAIN_0089,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N3CCCC3)c2)s1,21.9
TRAIN_0090,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccncc2)c1,25.0
TRAIN_0091,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)c3ccccc3)c2)c1,5.7
TRAIN_0092,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)Cc3ccccc3)c2)c1,6.8
TRAIN_0093,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCc3ccccc3)c2)c1,11.3
TRAIN_0094,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCCc3ccccc3)c2)c1,12.0
TRAIN_0095,COc1ccc2c(c1)C=C(c1cccnc1)C2,7.0
TRAIN_0096,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4cc(CNC(N)=O)ccc4O)c3O)nc2c1,40.0
TRAIN_0097,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCNC(C)=O)CCC3)cc1,92.0
TRAIN_0098,COCCCN1C(=O)COc2ccc(SC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,95.0
TRAIN_0099,COCCCN1C(=O)COc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,95.0
TRAIN_0100,COCCCN1C(=O)CCc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,92.0
TRAIN_0101,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCCO)CCC3)cc1,71.0
TRAIN_0102,COCCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,96.0
TRAIN_0103,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCOC(=O)C(C)C)CCC3)cc1,92.0
TRAIN_0104,CCC(=O)OCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,96.0
TRAIN_0105,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCOC(C)=O)CCC3)cc1,87.0
TRAIN_0106,CC(C)CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CC(=O)NC(=O)N1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O,38.0
TRAIN_0107,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,77.0
TRAIN_0108,Nc1ccccc1Nc1ccc2c(c1)CCc1ccccc1C2=O,70.0
TRAIN_0109,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCN1CCCCC1,97.0
TRAIN_0110,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCOCCO,38.0
TRAIN_0111,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1,62.0
TRAIN_0112,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,30.0
TRAIN_0113,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,13.0
TRAIN_0114,CCOCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccccc21,0.0
TRAIN_0115,COCCn1cc(C2CCN(CCOc3ccccc3C(=O)O)CC2)c2ccc(F)cc21,15.0
TRAIN_0116,N=C(N)NCCC[C@H](NC(=O)c1ccc(C(c2ccccc2)c2ccccc2)o1)C(=O)O,0.0
TRAIN_0117,O=c1[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2ccccc2)c(=O)[nH]1,25.0
TRAIN_0118,CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,66.0
TRAIN_0119,N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,96.0
TRAIN_0120,O=c1ccc2c(O)c3ccoc3cc2o1,98.9
TRAIN_0121,C/C(=C\COc1ccc2ccc(=O)oc2c1)C/C=C/C(C)C,96.5
TRAIN_0122,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,50.0
TRAIN_0123,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,54.0
TRAIN_0124,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCOCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,46.0
TRAIN_0125,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,8.0
TRAIN_0126,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(Cl)c1)O2,86.0
TRAIN_0127,Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,50.0
TRAIN_0128,COc1ccc2cc(-c3ccc(F)cc3)ccc2c1-c1cccnc1,64.0
TRAIN_0129,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,7.0
TRAIN_0130,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.0
TRAIN_0131,COc1ccc2cc(-c3cccc(Cn4ccnc4)c3)ccc2c1,91.0
TRAIN_0132,Oc1ccc2cc(-c3cccc(-c4ccncc4)c3)ccc2c1,6.0
TRAIN_0133,COc1ccc2cc(-c3ccc(F)cc3)ccc2c1Cn1ccnc1,93.0
TRAIN_0134,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,70.0
TRAIN_0135,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)CCc2cccnc2)cc1,65.0
TRAIN_0136,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)C2CCCCC2)cc1,12.0
TRAIN_0137,CCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,30.0
TRAIN_0138,CCCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,33.0
TRAIN_0139,COC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,23.0
TRAIN_0140,CCOC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,22.0
TRAIN_0141,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)Oc2ccccc2)cc1,22.0
TRAIN_0142,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2ccccc2)cc1,28.0
TRAIN_0143,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2ccccn2)cc1,38.0
TRAIN_0144,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,30.0
TRAIN_0145,CCC(c1ccc(-c2ccsc2)cc1)n1ccnc1,88.0
TRAIN_0146,CCC(c1ccc(-c2ccsc2Cl)cc1)n1ccnc1,87.0
TRAIN_0147,CCC(c1ccc(-c2cscc2C)cc1F)n1ccnc1,88.0
TRAIN_0148,CC(c1ccc(-c2ccsc2)cc1)n1ccnc1,80.0
TRAIN_0149,CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccnc(CO)c2)CC1,21.0
TRAIN_0150,CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccnc(N)c2)CC1,49.0
TRAIN_0151,Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)cc(C)n1,40.0
TRAIN_0152,Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)ccn1,40.0
TRAIN_0153,CN(C(=O)CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C1CCN(c2ccncc2)CC1,81.0
TRAIN_0154,NC(c1ccccc1)(c1ccccc1)c1ccccc1,20.0
TRAIN_0155,NC(c1ccccc1)(c1ccccc1)c1ccccc1Cl,20.0
TRAIN_0156,CNC(c1ccccc1)(c1ccccc1)c1ccccc1,20.0
TRAIN_0157,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccccc1F,20.0
TRAIN_0158,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,20.0
TRAIN_0159,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,60.0
TRAIN_0160,CN(C)c1cccc(C(=O)NC2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,39.9
TRAIN_0161,COc1cccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,44.9
TRAIN_0162,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)c(Cl)c1,35.5
TRAIN_0163,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(Cl)cc1,30.8
TRAIN_0164,COc1cc(Nc2c(C#N)cnc3cc(NCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,34.0
TRAIN_0165,COc1cc(Nc2c(C#N)cnc3cc(NCCCN(C)C)c(OC)cc23)c(Cl)cc1Cl,34.0
TRAIN_0166,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3nccn23)CC1,45.0
TRAIN_0167,Nc1cnc2cccc(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)n12,52.0
TRAIN_0168,CC(O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,33.0
TRAIN_0169,CC(C)(O)Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,26.0
TRAIN_0170,CC(O)c1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,23.0
TRAIN_0171,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCN(c2cccc3nc(CO)cn23)CC1,15.0
TRAIN_0172,Cc1cn2c(N3CCN(C(=O)CCS(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)cccc2n1,58.0
TRAIN_0173,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,0.0
TRAIN_0174,[O-][S+](Cc1ccc(Cl)cc1)c1cc2nc(C3CCCCC3)[nH]c2cc1Cl,50.0
TRAIN_0175,CS(=O)(=O)Nc1c(Cl)ccc2c1CCCC2c1ncc[nH]1,25.0
TRAIN_0176,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,50.0
TRAIN_0177,COc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,31.0
TRAIN_0178,Clc1ccc2ncc(-c3cccc(NC4CCCNC4)n3)n2c1,8.6
TRAIN_0179,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1,12.0
TRAIN_0180,Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,11.0
TRAIN_0181,N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,22.0
TRAIN_0182,CCC(c1ccc(-c2ccc(F)cc2)cc1)n1ccnc1,88.0
TRAIN_0183,CCC(c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)cc1)n1ccnc1,52.0
TRAIN_0184,CC(c1ccc2c(c1)[nH]c1cc(F)ccc12)n1ccnc1,75.0
TRAIN_0185,CC(c1ccc2c(c1)[nH]c1ccccc12)n1ccnc1,88.0
TRAIN_0186,CC(c1ccc2c(c1)Cc1ccccc1-2)n1ccnc1,89.0
TRAIN_0187,CC(c1ccc2c(c1)Cc1cc(O)ccc1-2)n1ccnc1,89.0
TRAIN_0188,Fc1ccc(-c2ccc(C(CCCl)n3ccnc3)cc2)cc1,86.0
TRAIN_0189,CCC(CC)(c1ccc(-c2ccc(F)cc2)cc1)n1ccnc1,95.0
TRAIN_0190,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,41.1
TRAIN_0191,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,18.8
TRAIN_0192,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,59.3
TRAIN_0193,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccc(C(=O)O)cc1)Cc1cc(F)c(F)cc1F,62.0
TRAIN_0194,CCOC(=O)COc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,6.9
TRAIN_0195,Cl.Nc1ccc(CNC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,4.5
TRAIN_0196,Cc1c(-c2cccc(OCCCC(=O)O)c2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,21.0
TRAIN_0197,Cc1c(-c2cccc(OCC(=O)O)c2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,16.0
TRAIN_0198,O=S(=O)(NC1CCNCC1)c1cc(S(=O)(=O)c2ccccc2)ccc1C(F)(F)F,51.0
TRAIN_0199,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,55.0
TRAIN_0200,CC(C)(C)CC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,74.0
TRAIN_0201,CC(C)(C)NC(=O)N1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,49.0
TRAIN_0202,CC(C)(C)CCN1CCC[C@H]1C(=O)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,84.0
TRAIN_0203,CC(C)COc1ccc(-c2n[nH]c(-c3ccncc3)n2)cc1[N+](=O)[O-],80.9
TRAIN_0204,Cc1cc(-c2n[nH]c(-c3ccc(OCC(C)C)c([N+](=O)[O-])c3)n2)cc(Cl)n1,10.9
