ID,Canonical_Smiles,Inhibition
MERGED_00171,CN(C)CCN1C(=O)c2cccc3c(Br)ccc(C1=O)c23,52.3
MERGED_00172,COC(=O)CC1CCC(CC1)c2ccc(cc2)N3C(=O)Nc4ccc(C)cc4C3=O,17.5
MERGED_00173,OCCCCNc1ccc2C(=O)N(CCCCO)C(=O)c3cccc1c23,0.0
MERGED_00174,CC(C)Oc1cc(ccc1[N+](=O)[O-])N2CCN(C)N=C2,7.84
MERGED_00175,CCOC(=O)C1C2CN(CC12)c3ccc(cn3)C(=O)NCCNC(=O)N4CCN(C)CC4,0.0
MERGED_00176,COc1ccc(cc1)c2oc(nn2)c3ccc(cc3)N4CCC(CC4)C(=O)N[C@@H](C(C)C)C(=O)O,0.0
MERGED_00177,CC(=O)NC(C(Oc1ccc(Cl)cc1)c2ccccc2)c3ccccc3,34.9
MERGED_00178,CC(C)OC(=O)N1CCC(CC1)OS(=O)(=O)C,0.0
MERGED_00179,O=C(Nc1ccccc1)Nc2cncc(c2)c3oc4c(cnc5ccccc45)c3,1.09
MERGED_00180,CCOP(=O)(Cc1ccc(cn1)c2ccccc2OC)OCC,17.2
MERGED_00181,OC(=O)C(NC(=O)Nc1ccc(Br)cc1)c2ccccc2,12.2
MERGED_00182,CC(C)(C)OC(=O)NN1Cc2ccc(nc2C1=O)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,0.0
MERGED_00183,CC(C)(C)OC(=O)NCCC(=O)Nc1nc2cc(F)ccc2s1,9.71
MERGED_00184,COc1cc2CNCCCc2cc1NC(=O)OC(C)(C)C,25.8
MERGED_00185,Cl.NCCNC(=O)c1ccc(OCC(F)(F)F)nc1,0.0
MERGED_00186,Cl.CS(=O)(=O)c1ccc(cc1)c2cc(F)c(OCC3CCNCC3)c(F)c2,0.0
MERGED_00187,CN(C)S(=O)(=O)CCNCc1ccc(cc1)c2ccccc2,2.86
MERGED_00188,Brc1ccc(cc1)N2C(=O)NC3(CCCC3)C2=O,23.2
MERGED_00189,CC(C)c1onc(c1)C(=O)N2CCC(CC2)Oc3ccc(nc3)c4ccc(cc4F)S(=O)(=O)C,7.63
MERGED_00190,Cl.C[C@@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]3CCCc4ccccc34,60.9
MERGED_00191,CC(C)S(=O)(=O)c1ccccc1Nc2c(Cl)cnc(Cl)c2Cl,77.0
MERGED_00192,COC(=O)CC1CCC(CC1)c2ccc(NC(=O)C(C)(C)NC(=O)c3ccccn3)cc2,8.1
MERGED_00193,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCc1ccccn1,16.9
MERGED_00194,CS(=O)(=O)OC1CCN(CC1)S(=O)(=O)C2CC2,3.28
MERGED_00195,CN(C)CCCC(C#N)c1cccc2ccccc12,23.6
MERGED_00196,[O-][N+](=O)c1ccc2c(c1)c(cn2Cc3ccccc3)c4nnn[nH]4,42.4
MERGED_00197,CCn1c2ccc(CCC(=O)O)cc2c3cc(NC(=O)Cc4ccccc4OC)ccc13,11.8
MERGED_00198,COc1cc2CN(CCc2cc1[N+](=O)[O-])C(=O)C(F)(F)F,3.73
MERGED_00199,Cl.C[C@@H](NC(=O)C1CCCN1C(=O)C2CCCN2)C(=O)NC(c3ccccc3)c4ccccc4,40.5
MERGED_00200,CCOC(=O)c1cn(cc1C(=O)OCC)c2nc(Cl)ncc2Cl,11.7
MERGED_00201,CC(C)OC(=O)N1CCC(CNc2ncnc3c(csc23)c4ccc(cc4)S(=O)(=O)C)CC1,0.0
MERGED_00202,Cc1cc(nn1c2cc(Cl)ccc2Cl)C(=O)Nc3ccc(F)cc3,31.6
MERGED_00203,CCOC(=O)\C=C\c1ccc(NC(=S)NC(C(=O)OCC)c2ccccc2)cc1,26.1
MERGED_00204,COc1ccc(cc1)C2(CNC(=O)C(F)(F)F)CCCCC2,61.4
MERGED_00205,Brc1ccc(cc1)S(=O)(=O)c2ccccc2,2.68
MERGED_00206,Fc1cccc(c1)S(=O)(=O)N2CCSC2C(=O)N3CCC(CC3)c4ccccc4,75.0
MERGED_00207,OCC1CCN(CC1)c2ncc(Br)cn2,0.0
MERGED_00208,Cc1ccc(cc1C)c2c([C@H](OC(C)(C)C)C(=O)O)c(C)nc3c2c(C)c(C)n3CCC4CCO4,19.4
MERGED_00209,CCOC(=O)C(C)(C)Cc1onc(n1)c2ccc(OCc3ccc(OC)cc3)cn2,14.2
MERGED_00210,COc1cc2CCN(Cc2cc1OC)C(=O)NCCc3ccc(C)c(C)c3,59.5
MERGED_00211,CCOC(=O)C1CCC(CC1)Oc2ccc(cc2)C(=O)NN3CC(=O)N(Cc4ccc(C)cc4)C3=O,78.5
MERGED_00212,CCCC1CCc2c(C1)sc(NC(=O)c3ccccc3)c2C(=O)O,28.7
MERGED_00213,Cc1cc(ccc1c2n[nH]c3ncnc(N)c23)S(=O)(=O)c4ccccc4,6.07
MERGED_00214,CC(C)(C)OC(=O)N1CCSC1C(=O)N2CCC(COc3ccc(cc3)S(=O)(=O)C)CC2,41.8
MERGED_00215,CC(C)(C)OC(=O)N1CCCC(C1)OC(=O)c2cccc(c2)c3ccc(cc3F)S(=O)(=O)C,32.4
MERGED_00216,CS(=O)(=O)OCC1CCN(CC1)C(=O)c2cc(on2)C3CC3,0.648
MERGED_00217,CCOC(OCC)c1oc2c(cncc2c1)c3cccc(c3)C(=O)OCC,71.5
MERGED_00218,Oc1c2Cc3ccccc3c2nc4c(cnn14)C(=O)NC5CCCCC5,39.9
MERGED_00219,Clc1ccc(cc1)C(=O)CN2CCN(CC2)C(=O)OCc3ccccc3,48.0
MERGED_00220,OC(=O)COc1ccc(cc1)C#Cc2ccc(cc2)C(=O)NCc3ccccc3,39.5
MERGED_00221,Cc1nc(ccc1[N+](=O)[O-])c2ccc(cc2)S(=O)(=O)C,16.5
MERGED_00222,Cl.COc1cc2CNCCc2cc1Nc3ncc(Cl)c(Nc4ccc(cc4OC)N5CCON=C5)n3,77.1
MERGED_00223,COc1cc2CN(CCCc2cc1N)C(=O)OC(C)(C)C,71.3
MERGED_00224,CC(C)[C@H](NC(=O)c1ccc2nc(cn2c1)c3ccc(NC(=O)NCc4ccccc4)cc3)C(=O)O,15.9
MERGED_00225,C[C@@H](NC(=O)[C@@H]1CCCN1C(=O)OCc2ccccc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)C,55.6
MERGED_00226,Cc1cc(O)ccc1c2oc3ccc(cc3n2)S(=O)(=O)C,45.7
MERGED_00227,CSc1ncc(Br)c(OC(C)C)n1,13.4
MERGED_00228,OC(=O)C1Cc2ccccc2N1C(=O)c3cccnc3,18.4
MERGED_00229,COC(=O)CC1CCC(CC1)c2ccc(NC(=O)CCC(=O)O)cc2,23.9
MERGED_00230,Cc1cnc(Cl)nc1C2=CS(=O)(=O)c3ccccc23,40.8
MERGED_00231,CCOc1ccc(cc1)C(=O)Nc2ccc(NC(=O)OC(C)(C)C)cc2,14.6
MERGED_00232,CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N2CCC[C@H]2C(=O)O,5.74
MERGED_00233,Oc1ccc(cc1)c2oc3ccc(cc3n2)[N+](=O)[O-],72.8
MERGED_00234,CCCNC1=Nc2ccccc2S(=O)(=O)N1CCC,38.0
MERGED_00235,OC(=O)c1cn(Cc2cn(nn2)c3cccnc3)c4ccc(cc14)[N+](=O)[O-],26.1
MERGED_00236,Clc1cc(Oc2ncccc2C#N)ccc1C#N,11.4
MERGED_00237,OCCCn1c(Cc2ccccn2)nc3ccccc13,10.2
MERGED_00238,Ic1ccc(cc1)n2ccnc2,73.6
MERGED_00239,CN1C(=O)CC2(CCN(CC2)C(=O)c3cccc(c3)c4ccc(F)cc4)N=C1N,0.0
MERGED_00240,CSc1ccc(cc1)c2ncc(C(=O)N3CCN(CC3)c4cccc(Cl)c4)n2C,23.3
MERGED_00241,COC(=O)c1cc(c(OC)c(Br)c1OC)C(C)(C)C,0.0
MERGED_00242,NC(=O)[C@H]1C[C@H]2CCCC[C@H]2[C@@H]1\C=C\c3ccc(cn3)c4cccc(F)c4,0.0
MERGED_00243,CCOC(=O)CN1C(=O)N(c2cccc(O)c2)c3ncnc(N)c13,0.0
MERGED_00244,CC1C=CC(COC(=O)C)C2C1C(=O)N(C)C2=O,0.0
MERGED_00245,COC(=O)C=C1CCN(CC1)C(=O)c2cccc(Br)c2,0.0
MERGED_00246,Nc1ccccc1C(=O)N2CCN(CC2)C3CCCCC3,0.0
MERGED_00247,Oc1cc(OCc2ccccc2)ccc1c3n[nH]cc3NC(=O)Nc4ccccc4,41.2
MERGED_00248,COc1cccc(c1)c2csc(n2)C3(N=C(N)N(C)C3=O)c4ccc(OC)c(C)c4,62.9
MERGED_00249,Cc1ccc(cc1)S(=O)(=O)N[C@@]2(C)Cc3cc(F)ccc3[C@@H]2C#C,93.1
MERGED_00250,Nc1nc(Cl)c2N(CC=C)C(=O)N(Cc3cccnc3)c2n1,24.9
MERGED_00251,COc1c(I)c(O)c(cc1C(C)(C)C)C(=O)COc2ccc(O)cc2,59.5
